"시점","구·군별(1)",구·군별(2),1인
"2022.04","강서구",대저2동,1971
"2022.04","강서구",강동동,1479
"2022.04","강서구",명지1동,5981
"2022.04","강서구",명지2동,1933
"2022.04","강서구",가락동,741
"2022.04","강서구",녹산동,7662
"2022.04","강서구",가덕도동,1546
"2022.04","강서구",명지동,-
"2022.04","연제구",소계,35768
"2022.04","연제구",거제1동,3038
"2022.04","연제구",거제2동,1058
"2022.04","연제구",거제3동,1869
"2022.04","연제구",거제4동,1060
"2022.04","연제구",연산1동,2338
"2022.04","연제구",연산2동,3243
"2022.04","연제구",연산3동,2122
"2022.04","연제구",연산4동,4393
"2022.04","연제구",연산5동,6539
"2022.04","연제구",연산6동,3557
"2022.04","연제구",연산8동,2255
"2022.04","연제구",연산9동,4296
"2022.04","수영구",소계,39201
"2022.04","수영구",남천1동,2568
"2022.04","수영구",남천2동,1386
"2022.04","수영구",수영동,3955
"2022.04","수영구",망미1동,4543
"2022.04","수영구",망미2동,1847
"2022.04","수영구",광안1동,8124
"2022.04","수영구",광안2동,4941
"2022.04","수영구",광안3동,3917
"2022.04","수영구",광안4동,2586
"2022.04","수영구",민락동,5334
"2022.04","사상구",소계,41498
"2022.04","사상구",삼락동,1653
"2022.04","사상구",모라1동,4416
"2022.04","사상구",모라3동,4178
"2022.04","사상구",덕포1동,1915
"2022.04","사상구",덕포2동,2050
"2022.04","사상구",괘법동,7767
"2022.04","사상구",감전동,3692
"2022.04","사상구",주례1동,2023
"2022.04","사상구",주례2동,5300
"2022.04","사상구",주례3동,1954
"2022.04","사상구",학장동,3886
"2022.04","사상구",엄궁동,2664
"2022.04","기장군",소계,28254
"2022.04","기장군",기장읍,11422
"2022.04","기장군",장안읍,2608
"2022.04","기장군",정관읍,9253
"2022.04","기장군",일광읍,3341
"2022.04","기장군",철마면,1630
"2022.05","중구",소계,14639
"2022.05","중구",중앙동,1976
"2022.05","중구",동광동,1115
"2022.05","중구",대청동,1974
"2022.05","중구",보수동,3418
"2022.05","중구",부평동,1711
"2022.05","중구",광복동,359
"2022.05","중구",남포동,448
"2022.05","중구",영주1동,1962
"2022.05","중구",영주2동,1676
"2022.05","서구",소계,25435
"2022.05","서구",동대신1동,1229
"2022.05","서구",동대신2동,1608
"2022.05","서구",동대신3동,1897
"2022.05","서구",서대신1동,2416
"2022.05","서구",서대신3동,1017
"2022.05","서구",서대신4동,997
"2022.05","서구",부민동,2318
"2022.05","서구",아미동,2373
"2022.05","서구",초장동,1540
"2022.05","서구",충무동,3142
"2022.05","서구",남부민1동,1461
"2022.05","서구",남부민2동,2410
"2022.05","서구",암남동,3027
"2022.05","동구",소계,23743
"2022.05","동구",초량1동,1866
"2022.05","동구",초량2동,2018
"2022.05","동구",초량3동,3150
"2022.05","동구",초량6동,1568
"2022.05","동구",수정1동,895
"2022.05","동구",수정2동,2492
"2022.05","동구",수정4동,1239
"2022.05","동구",수정5동,1275
"2022.05","동구",좌천동,2534
"2022.05","동구",범일1동,3160
"2022.05","동구",범일2동,2577
"2022.05","동구",범일5동,969
"2022.05","동구",좌천1동,-
"2022.05","동구",좌천4동,-
"2022.05","동구",범일4동,-
"2022.05","영도구",소계,24158
"2022.05","영도구",남항동,2845
"2022.05","영도구",영선1동,788
"2022.05","영도구",영선2동,1457
"2022.05","영도구",신선동,2392
"2022.05","영도구",봉래1동,1521
"2022.05","영도구",봉래2동,1419
"2022.05","영도구",청학1동,1326
"2022.05","영도구",청학2동,2861
"2022.05","영도구",동삼1동,5199
"2022.05","영도구",동삼2동,1073
"2022.05","영도구",동삼3동,3277
"2022.05","부산진구",소계,79947
"2022.05","부산진구",부전1동,7129
"2022.05","부산진구",부전2동,3926
"2022.05","부산진구",연지동,2662
"2022.05","부산진구",초읍동,3692
"2022.05","부산진구",양정1동,3630
"2022.05","부산진구",양정2동,5128
"2022.05","부산진구",전포1동,6871
"2022.05","부산진구",전포2동,6365
"2022.05","부산진구",부암1동,3575
"2022.05","부산진구",부암3동,1894
"2022.05","부산진구",당감1동,3736
"2022.05","부산진구",당감2동,1660
"2022.05","부산진구",당감4동,1922
"2022.05","부산진구",가야1동,5202
"2022.05","부산진구",가야2동,2468
"2022.05","부산진구",개금1동,4820
"2022.05","부산진구",개금2동,1909
"2022.05","부산진구",개금3동,4219
"2022.05","부산진구",범천1동,4415
"2022.05","부산진구",범천2동,4724
"2022.05","부산진구",범천4동,-
"2022.05","동래구",소계,42108
"2022.05","동래구",수민동,4295
"2022.05","동래구",복산동,2153
"2022.05","동래구",명륜동,2465
"2022.05","동래구",온천1동,6830
"2022.05","동래구",온천2동,2753
"2022.05","동래구",온천3동,6865
"2022.05","동래구",사직1동,1947
"2022.05","동래구",사직2동,1556
"2022.05","동래구",사직3동,2774
"2022.05","동래구",안락1동,2822
"2022.05","동래구",안락2동,3195
"2022.05","동래구",명장1동,2195
"2022.05","동래구",명장2동,2258
"2022.05","남구",소계,46110
"2022.05","남구",대연1동,5491
"2022.05","남구",대연3동,7699
"2022.05","남구",대연4동,1976
"2022.05","남구",대연5동,3882
"2022.05","남구",대연6동,1543
"2022.05","남구",용호1동,4314
"2022.05","남구",용호2동,1740
"2022.05","남구",용호3동,2218
"2022.05","남구",용호4동,1348
"2022.05","남구",용당동,1159
"2022.05","남구",감만1동,2435
"2022.05","남구",감만2동,1396
"2022.05","남구",우암동,2009
"2022.05","남구",문현1동,1955
"2022.05","남구",문현2동,3069
"2022.05","남구",문현3동,2236
"2022.05","남구",문현4동,1640
"2022.05","북구",소계,42493
"2022.05","북구",구포1동,3773
"2022.05","북구",구포2동,4694
"2022.05","북구",구포3동,3796
"2022.05","북구",금곡동,7587
"2022.05","북구",화명1동,2103
"2022.05","북구",화명2동,2040
"2022.05","북구",화명3동,2229
"2022.05","북구",덕천1동,3165
"2022.05","북구",덕천2동,3590
"2022.05","북구",덕천3동,2775
"2022.05","북구",만덕1동,2130
"2022.05","북구",만덕2동,2861
"2022.05","북구",만덕3동,1750
"2022.05","해운대구",소계,60865
"2022.05","해운대구",우1동,4854
"2022.05","해운대구",우2동,2916
"2022.05","해운대구",우3동,2512
"2022.05","해운대구",중1동,4660
"2022.05","해운대구",중2동,3111
"2022.05","해운대구",좌1동,2938
"2022.05","해운대구",좌2동,5386
"2022.05","해운대구",좌3동,1694
"2022.05","해운대구",좌4동,1891
"2022.05","해운대구",송정동,2270
"2022.05","해운대구",반여1동,3040
"2022.05","해운대구",반여2동,3475
"2022.05","해운대구",반여3동,2317
"2022.05","해운대구",반여4동,1217
"2022.05","해운대구",반송1동,4376
"2022.05","해운대구",반송2동,5702
"2022.05","해운대구",재송1동,4121
"2022.05","해운대구",재송2동,4385
"2022.05","해운대구",반송3동,-
"2022.05","사하구",소계,54919
"2022.05","사하구",괴정1동,3069
"2022.05","사하구",괴정2동,2445
"2022.05","사하구",괴정3동,3059
"2022.05","사하구",괴정4동,2026
"2022.05","사하구",당리동,3728
"2022.05","사하구",하단1동,4768
"2022.05","사하구",하단2동,6650
"2022.05","사하구",신평1동,3693
"2022.05","사하구",신평2동,2436
"2022.05","사하구",장림1동,2039
"2022.05","사하구",장림2동,4124
"2022.05","사하구",다대1동,6266
"2022.05","사하구",다대2동,4586
"2022.05","사하구",구평동,1317
"2022.05","사하구",감천1동,2914
"2022.05","사하구",감천2동,1799
"2022.05","금정구",소계,46365
"2022.05","금정구",서1동,1869
"2022.05","금정구",서2동,2510
"2022.05","금정구",서3동,2858
"2022.05","금정구",금사회동동,2034
"2022.05","금정구",부곡1동,2245
"2022.05","금정구",부곡2동,2897
"2022.05","금정구",부곡3동,2474
"2022.05","금정구",부곡4동,2448
"2022.05","금정구",장전1동,7337
"2022.05","금정구",장전2동,4597
"2022.05","금정구",선두구동,676
"2022.05","금정구",청룡노포동,1626
"2022.05","금정구",남산동,6463
"2022.05","금정구",구서1동,2333
"2022.05","금정구",구서2동,3808
"2022.05","금정구",금성동,190
"2022.05","강서구",소계,23665
"2022.05","강서구",대저1동,2168
"2022.05","강서구",대저2동,1977
"2022.05","강서구",강동동,1483
"2022.05","강서구",명지1동,6015
"2022.05","강서구",명지2동,1953
"2022.05","강서구",가락동,750
"2022.05","강서구",녹산동,7770
"2022.05","강서구",가덕도동,1549
"2022.05","강서구",명지동,-
"2022.05","연제구",소계,35891
"2022.05","연제구",거제1동,3058
"2022.05","연제구",거제2동,1050
"2022.05","연제구",거제3동,1882
"2022.05","연제구",거제4동,1082
"2022.05","연제구",연산1동,2342
"2022.05","연제구",연산2동,3265
"2022.05","연제구",연산3동,2131
"2022.05","연제구",연산4동,4427
"2022.05","연제구",연산5동,6528
"2022.05","연제구",연산6동,3564
"2022.05","연제구",연산8동,2266
"2022.05","연제구",연산9동,4296
"2022.05","수영구",소계,39518
"2022.05","수영구",남천1동,2598
"2022.05","수영구",남천2동,1392
"2022.05","수영구",수영동,3965
"2022.05","수영구",망미1동,4560
"2022.05","수영구",망미2동,1856
"2022.05","수영구",광안1동,8190
"2022.05","수영구",광안2동,5003
"2022.05","수영구",광안3동,3958
"2022.05","수영구",광안4동,2600
"2022.05","수영구",민락동,5396
"2022.05","사상구",소계,41627
"2022.05","사상구",삼락동,1648
"2022.05","사상구",모라1동,4433
"2022.05","사상구",모라3동,4165
"2022.05","사상구",덕포1동,1934
"2022.05","사상구",덕포2동,2055
"2022.05","사상구",괘법동,7832
"2022.05","사상구",감전동,3695
"2022.05","사상구",주례1동,2019
"2022.05","사상구",주례2동,5309
"2022.05","사상구",주례3동,1966
"2022.05","사상구",학장동,3887
"2022.05","사상구",엄궁동,2684
"2022.05","기장군",소계,28540
"2022.05","기장군",기장읍,11453
"2022.05","기장군",장안읍,2612
"2022.05","기장군",정관읍,9274
"2022.05","기장군",일광읍,3570
"2022.05","기장군",철마면,1631
"2022.06","중구",소계,14685
"2022.06","중구",중앙동,1993
"2022.06","중구",동광동,1111
"2022.06","중구",대청동,2011
"2022.06","중구",보수동,3423
"2022.06","중구",부평동,1705
"2022.06","중구",광복동,356
"2022.06","중구",남포동,448
"2022.06","중구",영주1동,1963
"2022.06","중구",영주2동,1675
"2022.06","서구",소계,25550
"2022.06","서구",동대신1동,1220
"2022.06","서구",동대신2동,1606
"2022.06","서구",동대신3동,1900
"2022.06","서구",서대신1동,2420
"2022.06","서구",서대신3동,1026
"2022.06","서구",서대신4동,982
"2022.06","서구",부민동,2320
"2022.06","서구",아미동,2387
"2022.06","서구",초장동,1554
"2022.06","서구",충무동,3158
"2022.06","서구",남부민1동,1471
"2022.06","서구",남부민2동,2416
"2022.06","서구",암남동,3090
"2022.06","동구",소계,23821
"2022.06","동구",초량1동,1844
"2022.06","동구",초량2동,2022
"2022.06","동구",초량3동,3178
"2022.06","동구",초량6동,1579
"2022.06","동구",수정1동,904
"2022.06","동구",수정2동,2496
"2022.06","동구",수정4동,1245
"2022.06","동구",수정5동,1274
"2022.06","동구",좌천동,2558
"2022.06","동구",범일1동,3166
"2022.06","동구",범일2동,2583
"2022.06","동구",범일5동,972
"2022.06","동구",좌천1동,-
"2022.06","동구",좌천4동,-
"2022.06","동구",범일4동,-
"2022.06","영도구",소계,24227
"2022.06","영도구",남항동,2840
"2022.06","영도구",영선1동,781
"2022.06","영도구",영선2동,1441
"2022.06","영도구",신선동,2394
"2022.06","영도구",봉래1동,1534
"2022.06","영도구",봉래2동,1410
"2022.06","영도구",청학1동,1327
"2022.06","영도구",청학2동,2905
"2022.06","영도구",동삼1동,5205
"2022.06","영도구",동삼2동,1104
"2022.06","영도구",동삼3동,3286
"2022.06","부산진구",소계,80262
"2022.06","부산진구",부전1동,7157
"2022.06","부산진구",부전2동,4025
"2022.06","부산진구",연지동,2669
"2022.06","부산진구",초읍동,3691
"2022.06","부산진구",양정1동,3621
"2022.06","부산진구",양정2동,5167
"2022.06","부산진구",전포1동,6889
"2022.06","부산진구",전포2동,6367
"2022.06","부산진구",부암1동,3573
"2022.06","부산진구",부암3동,1897
"2022.06","부산진구",당감1동,3725
"2022.06","부산진구",당감2동,1668
"2022.06","부산진구",당감4동,1927
"2022.06","부산진구",가야1동,5215
"2022.06","부산진구",가야2동,2465
"2022.06","부산진구",개금1동,4836
"2022.06","부산진구",개금2동,1910
"2022.06","부산진구",개금3동,4234
"2022.06","부산진구",범천1동,4448
"2022.06","부산진구",범천2동,4778
"2022.06","부산진구",범천4동,-
"2022.06","동래구",소계,42275
"2022.06","동래구",수민동,4292
"2022.06","동래구",복산동,2155
"2022.06","동래구",명륜동,2552
"2022.06","동래구",온천1동,6838
"2022.06","동래구",온천2동,2778
"2022.06","동래구",온천3동,6875
"2022.06","동래구",사직1동,1957
"2022.06","동래구",사직2동,1543
"2022.06","동래구",사직3동,2782
"2022.06","동래구",안락1동,2837
"2022.06","동래구",안락2동,3195
"2022.06","동래구",명장1동,2191
"2022.06","동래구",명장2동,2280
"2022.06","남구",소계,46182
"2022.06","남구",대연1동,5556
"2022.06","남구",대연3동,7733
"2022.06","남구",대연4동,1974
"2022.06","남구",대연5동,3904
"2022.06","남구",대연6동,1539
"2022.06","남구",용호1동,4330
"2022.06","남구",용호2동,1739
"2022.06","남구",용호3동,2222
"2022.06","남구",용호4동,1360
"2022.06","남구",용당동,1159
"2022.06","남구",감만1동,2365
"2022.06","남구",감만2동,1394
"2022.06","남구",우암동,2007
"2022.06","남구",문현1동,1963
"2022.06","남구",문현2동,3076
"2022.06","남구",문현3동,2222
"2022.06","남구",문현4동,1639
"2022.06","북구",소계,42657
"2022.06","북구",구포1동,3789
"2022.06","북구",구포2동,4702
"2022.06","북구",구포3동,3824
"2022.06","북구",금곡동,7595
"2022.06","북구",화명1동,2112
"2022.06","북구",화명2동,2060
"2022.06","북구",화명3동,2243
"2022.06","북구",덕천1동,3160
"2022.06","북구",덕천2동,3606
"2022.06","북구",덕천3동,2771
"2022.06","북구",만덕1동,2138
"2022.06","북구",만덕2동,2907
"2022.06","북구",만덕3동,1750
"2022.06","해운대구",소계,60911
"2022.06","해운대구",우1동,4839
"2022.06","해운대구",우2동,2914
"2022.06","해운대구",우3동,2505
"2022.06","해운대구",중1동,4664
"2022.06","해운대구",중2동,3118
"2022.06","해운대구",좌1동,2928
"2022.06","해운대구",좌2동,5388
"2022.06","해운대구",좌3동,1711
"2022.06","해운대구",좌4동,1895
"2022.06","해운대구",송정동,2261
"2022.06","해운대구",반여1동,3043
"2022.06","해운대구",반여2동,3487
"2022.06","해운대구",반여3동,2325
"2022.06","해운대구",반여4동,1201
"2022.06","해운대구",반송1동,4385
"2022.06","해운대구",반송2동,5724
"2022.06","해운대구",재송1동,4134
"2022.06","해운대구",재송2동,4389
"2022.06","해운대구",반송3동,-
"2022.06","사하구",소계,55024
"2022.06","사하구",괴정1동,3072
"2022.06","사하구",괴정2동,2458
"2022.06","사하구",괴정3동,3062
"2022.06","사하구",괴정4동,2021
"2022.06","사하구",당리동,3746
"2022.06","사하구",하단1동,4806
"2022.06","사하구",하단2동,6654
"2022.06","사하구",신평1동,3683
"2022.06","사하구",신평2동,2428
"2022.06","사하구",장림1동,2034
"2022.06","사하구",장림2동,4142
"2022.06","사하구",다대1동,6273
"2022.06","사하구",다대2동,4613
"2022.06","사하구",구평동,1310
"2022.06","사하구",감천1동,2923
"2022.06","사하구",감천2동,1799
"2022.06","금정구",소계,46472
"2022.06","금정구",서1동,1857
"2022.06","금정구",서2동,2508
"2022.06","금정구",서3동,2863
"2022.06","금정구",금사회동동,2055
"2022.06","금정구",부곡1동,2247
"2022.06","금정구",부곡2동,2915
"2022.06","금정구",부곡3동,2486
"2022.06","금정구",부곡4동,2449
"2022.06","금정구",장전1동,7345
"2022.06","금정구",장전2동,4608
"2022.06","금정구",선두구동,683
"2022.06","금정구",청룡노포동,1626
"2022.06","금정구",남산동,6473
"2022.06","금정구",구서1동,2349
"2022.06","금정구",구서2동,3817
"2022.06","금정구",금성동,191
"2022.06","강서구",소계,23788
"2022.06","강서구",대저1동,2157
"2022.06","강서구",대저2동,1975
"2022.06","강서구",강동동,1492
"2022.06","강서구",명지1동,6055
"2022.06","강서구",명지2동,1975
"2022.06","강서구",가락동,752
"2022.06","강서구",녹산동,7818
"2022.06","강서구",가덕도동,1564
"2022.06","강서구",명지동,-
"2022.06","연제구",소계,35977
"2022.06","연제구",거제1동,3053
"2022.06","연제구",거제2동,1040
"2022.06","연제구",거제3동,1889
"2022.06","연제구",거제4동,1084
"2022.06","연제구",연산1동,2335
"2022.06","연제구",연산2동,3294
"2022.06","연제구",연산3동,2129
"2022.06","연제구",연산4동,4452
"2022.06","연제구",연산5동,6562
"2022.06","연제구",연산6동,3567
"2022.06","연제구",연산8동,2264
"2022.06","연제구",연산9동,4308
"2022.06","수영구",소계,39702
"2022.06","수영구",남천1동,2600
"2022.06","수영구",남천2동,1403
"2022.06","수영구",수영동,3971
"2022.06","수영구",망미1동,4573
"2022.06","수영구",망미2동,1847
"2022.06","수영구",광안1동,8238
"2022.06","수영구",광안2동,5040
"2022.06","수영구",광안3동,3981
"2022.06","수영구",광안4동,2603
"2022.06","수영구",민락동,5446
"2022.06","사상구",소계,41770
"2022.06","사상구",삼락동,1646
"2022.06","사상구",모라1동,4433
"2022.06","사상구",모라3동,4167
"2022.06","사상구",덕포1동,1943
"2022.06","사상구",덕포2동,2056
"2022.06","사상구",괘법동,7897
"2022.06","사상구",감전동,3699
"2022.06","사상구",주례1동,2030
"2022.06","사상구",주례2동,5351
"2022.06","사상구",주례3동,1970
"2022.06","사상구",학장동,3912
"2022.06","사상구",엄궁동,2666
"2022.06","기장군",소계,28816
"2022.06","기장군",기장읍,11463
"2022.06","기장군",장안읍,2618
"2022.06","기장군",정관읍,9350
"2022.06","기장군",일광읍,3759
"2022.06","기장군",철마면,1626
"2022.07","중구",소계,14688
"2022.07","중구",중앙동,1973
"2022.07","중구",동광동,1115
"2022.07","중구",대청동,2024
"2022.07","중구",보수동,3426
"2022.07","중구",부평동,1695
"2022.07","중구",광복동,358
"2022.07","중구",남포동,450
"2022.07","중구",영주1동,1984
"2022.07","중구",영주2동,1663
"2022.07","서구",소계,25649
"2022.07","서구",동대신1동,1227
"2022.07","서구",동대신2동,1602
"2022.07","서구",동대신3동,1906
"2022.07","서구",서대신1동,2428
"2022.07","서구",서대신3동,1037
"2022.07","서구",서대신4동,976
"2022.07","서구",부민동,2329
"2022.07","서구",아미동,2400
"2022.07","서구",초장동,1556
"2022.07","서구",충무동,3151
"2022.07","서구",남부민1동,1459
"2022.07","서구",남부민2동,2415
"2022.07","서구",암남동,3163
"2022.07","동구",소계,23819
"2022.07","동구",초량1동,1855
"2022.07","동구",초량2동,2015
"2022.07","동구",초량3동,3179
"2022.07","동구",초량6동,1581
"2022.07","동구",수정1동,913
"2022.07","동구",수정2동,2504
"2022.07","동구",수정4동,1248
"2022.07","동구",수정5동,1276
"2022.07","동구",좌천동,2559
"2022.07","동구",범일1동,3154
"2022.07","동구",범일2동,2571
"2022.07","동구",범일5동,964
"2022.07","동구",좌천1동,-
"2022.07","동구",좌천4동,-
"2022.07","동구",범일4동,-
"2022.07","영도구",소계,24258
"2022.07","영도구",남항동,2843
"2022.07","영도구",영선1동,784
"2022.07","영도구",영선2동,1445
"2022.07","영도구",신선동,2407
"2022.07","영도구",봉래1동,1528
"2022.07","영도구",봉래2동,1408
"2022.07","영도구",청학1동,1315
"2022.07","영도구",청학2동,2917
"2022.07","영도구",동삼1동,5209
"2022.07","영도구",동삼2동,1123
"2022.07","영도구",동삼3동,3279
"2022.07","부산진구",소계,80711
"2022.07","부산진구",부전1동,7173
"2022.07","부산진구",부전2동,4083
"2022.07","부산진구",연지동,2670
"2022.07","부산진구",초읍동,3687
"2022.07","부산진구",양정1동,3609
"2022.07","부산진구",양정2동,5207
"2022.07","부산진구",전포1동,6893
"2022.07","부산진구",전포2동,6361
"2022.07","부산진구",부암1동,3576
"2022.07","부산진구",부암3동,1906
"2022.07","부산진구",당감1동,3746
"2022.07","부산진구",당감2동,1680
"2022.07","부산진구",당감4동,1938
"2022.07","부산진구",가야1동,5220
"2022.07","부산진구",가야2동,2474
"2022.07","부산진구",개금1동,4863
"2022.07","부산진구",개금2동,1912
"2022.07","부산진구",개금3동,4260
"2022.07","부산진구",범천1동,4536
"2022.07","부산진구",범천2동,4917
"2022.07","부산진구",범천4동,-
"2022.07","동래구",소계,42427
"2022.07","동래구",수민동,4312
"2022.07","동래구",복산동,2138
"2022.07","동래구",명륜동,2593
"2022.07","동래구",온천1동,6848
"2022.07","동래구",온천2동,2775
"2022.07","동래구",온천3동,6897
"2022.07","동래구",사직1동,1966
"2022.07","동래구",사직2동,1556
"2022.07","동래구",사직3동,2798
"2022.07","동래구",안락1동,2840
"2022.07","동래구",안락2동,3191
"2022.07","동래구",명장1동,2220
"2022.07","동래구",명장2동,2293
"2022.07","남구",소계,46229
"2022.07","남구",대연1동,5536
"2022.07","남구",대연3동,7749
"2022.07","남구",대연4동,1977
"2022.07","남구",대연5동,3900
"2022.07","남구",대연6동,1556
"2022.07","남구",용호1동,4339
"2022.07","남구",용호2동,1725
"2022.07","남구",용호3동,2242
"2022.07","남구",용호4동,1366
"2022.07","남구",용당동,1154
"2022.07","남구",감만1동,2319
"2022.07","남구",감만2동,1401
"2022.07","남구",우암동,2029
"2022.07","남구",문현1동,1967
"2022.07","남구",문현2동,3104
"2022.07","남구",문현3동,2221
"2022.07","남구",문현4동,1644
"2022.07","북구",소계,42743
"2022.07","북구",구포1동,3803
"2022.07","북구",구포2동,4715
"2022.07","북구",구포3동,3818
"2022.07","북구",금곡동,7585
"2022.07","북구",화명1동,2103
"2022.07","북구",화명2동,2069
"2022.07","북구",화명3동,2263
"2022.07","북구",덕천1동,3162
"2022.07","북구",덕천2동,3617
"2022.07","북구",덕천3동,2762
"2022.07","북구",만덕1동,2138
"2022.07","북구",만덕2동,2949
"2022.07","북구",만덕3동,1759
"2022.07","해운대구",소계,61109
"2022.07","해운대구",우1동,4848
"2022.07","해운대구",우2동,2917
"2022.07","해운대구",우3동,2500
"2022.07","해운대구",중1동,4684
"2022.07","해운대구",중2동,3144
"2022.07","해운대구",좌1동,2955
"2022.07","해운대구",좌2동,5440
"2022.07","해운대구",좌3동,1727
"2022.07","해운대구",좌4동,1900
"2022.07","해운대구",송정동,2254
"2022.07","해운대구",반여1동,3031
"2022.07","해운대구",반여2동,3508
"2022.07","해운대구",반여3동,2330
"2022.07","해운대구",반여4동,1188
"2022.07","해운대구",반송1동,4414
"2022.07","해운대구",반송2동,5736
"2022.07","해운대구",재송1동,4120
"2022.07","해운대구",재송2동,4413
"2022.07","해운대구",반송3동,-
"2022.07","사하구",소계,55244
"2022.07","사하구",괴정1동,3094
"2022.07","사하구",괴정2동,2478
"2022.07","사하구",괴정3동,3070
"2022.07","사하구",괴정4동,2029
"2022.07","사하구",당리동,3761
"2022.07","사하구",하단1동,4835
"2022.07","사하구",하단2동,6697
"2022.07","사하구",신평1동,3694
"2022.07","사하구",신평2동,2424
"2022.07","사하구",장림1동,2033
"2022.07","사하구",장림2동,4152
"2022.07","사하구",다대1동,6291
"2022.07","사하구",다대2동,4630
"2022.07","사하구",구평동,1318
"2022.07","사하구",감천1동,2942
"2022.07","사하구",감천2동,1796
"2022.07","금정구",소계,46495
"2022.07","금정구",서1동,1850
"2022.07","금정구",서2동,2514
"2022.07","금정구",서3동,2867
"2022.07","금정구",금사회동동,2051
"2022.07","금정구",부곡1동,2260
"2022.07","금정구",부곡2동,2910
"2022.07","금정구",부곡3동,2496
"2022.07","금정구",부곡4동,2461
"2022.07","금정구",장전1동,7333
"2022.07","금정구",장전2동,4589
"2022.07","금정구",선두구동,686
"2022.07","금정구",청룡노포동,1655
"2022.07","금정구",남산동,6463
"2022.07","금정구",구서1동,2365
"2022.07","금정구",구서2동,3801
"2022.07","금정구",금성동,194
"2022.07","강서구",소계,23876
"2022.07","강서구",대저1동,2155
"2022.07","강서구",대저2동,1974
"2022.07","강서구",강동동,1494
"2022.07","강서구",명지1동,6077
"2022.07","강서구",명지2동,1976
"2022.07","강서구",가락동,752
"2022.07","강서구",녹산동,7873
"2022.07","강서구",가덕도동,1575
"2022.07","강서구",명지동,-
"2022.07","연제구",소계,36008
"2022.07","연제구",거제1동,3047
"2022.07","연제구",거제2동,1036
"2022.07","연제구",거제3동,1889
"2022.07","연제구",거제4동,1082
"2022.07","연제구",연산1동,2334
"2022.07","연제구",연산2동,3314
"2022.07","연제구",연산3동,2129
"2022.07","연제구",연산4동,4476
"2022.07","연제구",연산5동,6562
"2022.07","연제구",연산6동,3556
"2022.07","연제구",연산8동,2264
"2022.07","연제구",연산9동,4319
"2022.07","수영구",소계,39878
"2022.07","수영구",남천1동,2601
"2022.07","수영구",남천2동,1406
"2022.07","수영구",수영동,3972
"2022.07","수영구",망미1동,4575
"2022.07","수영구",망미2동,1856
"2022.07","수영구",광안1동,8279
"2022.07","수영구",광안2동,5121
"2022.07","수영구",광안3동,3995
"2022.07","수영구",광안4동,2604
"2022.07","수영구",민락동,5469
"2022.07","사상구",소계,41851
"2022.07","사상구",삼락동,1649
"2022.07","사상구",모라1동,4449
"2022.07","사상구",모라3동,4165
"2022.07","사상구",덕포1동,1943
"2022.07","사상구",덕포2동,2072
"2022.07","사상구",괘법동,7952
"2022.07","사상구",감전동,3698
"2022.07","사상구",주례1동,2037
"2022.07","사상구",주례2동,5359
"2022.07","사상구",주례3동,1968
"2022.07","사상구",학장동,3920
"2022.07","사상구",엄궁동,2639
"2022.07","기장군",소계,28855
"2022.07","기장군",기장읍,11455
"2022.07","기장군",장안읍,2622
"2022.07","기장군",정관읍,9362
"2022.07","기장군",일광읍,3790
"2022.07","기장군",철마면,1626
"2022.08","중구",소계,14707
"2022.08","중구",중앙동,1963
"2022.08","중구",동광동,1122
"2022.08","중구",대청동,2036
"2022.08","중구",보수동,3431
"2022.08","중구",부평동,1702
"2022.08","중구",광복동,356
"2022.08","중구",남포동,444
"2022.08","중구",영주1동,1986
"2022.08","중구",영주2동,1667
"2022.08","서구",소계,25800
"2022.08","서구",동대신1동,1231
"2022.08","서구",동대신2동,1610
"2022.08","서구",동대신3동,1931
"2022.08","서구",서대신1동,2499
"2022.08","서구",서대신3동,1035
"2022.08","서구",서대신4동,983
"2022.08","서구",부민동,2349
"2022.08","서구",아미동,2395
"2022.08","서구",초장동,1543
"2022.08","서구",충무동,3164
"2022.08","서구",남부민1동,1454
"2022.08","서구",남부민2동,2377
"2022.08","서구",암남동,3229
"2022.08","동구",소계,23901
"2022.08","동구",초량1동,1865
"2022.08","동구",초량2동,2037
"2022.08","동구",초량3동,3198
"2022.08","동구",초량6동,1572
"2022.08","동구",수정1동,893
"2022.08","동구",수정2동,2513
"2022.08","동구",수정4동,1251
"2022.08","동구",수정5동,1291
"2022.08","동구",좌천동,2579
"2022.08","동구",범일1동,3158
"2022.08","동구",범일2동,2579
"2022.08","동구",범일5동,965
"2022.08","동구",좌천1동,-
"2022.08","동구",좌천4동,-
"2022.08","동구",범일4동,-
"2022.08","영도구",소계,24313
"2022.08","영도구",남항동,2866
"2022.08","영도구",영선1동,778
"2022.08","영도구",영선2동,1424
"2022.08","영도구",신선동,2394
"2022.08","영도구",봉래1동,1529
"2022.08","영도구",봉래2동,1399
"2022.08","영도구",청학1동,1293
"2022.08","영도구",청학2동,2953
"2022.08","영도구",동삼1동,5243
"2022.08","영도구",동삼2동,1149
"2022.08","영도구",동삼3동,3285
"2022.08","부산진구",소계,81221
"2022.08","부산진구",부전1동,7212
"2022.08","부산진구",부전2동,4128
"2022.08","부산진구",연지동,2671
"2022.08","부산진구",초읍동,3716
"2022.08","부산진구",양정1동,3632
"2022.08","부산진구",양정2동,5250
"2022.08","부산진구",전포1동,6927
"2022.08","부산진구",전포2동,6377
